Prefix	Description
222.199.32.0/22	Shanxi Economic Management Institute China
222.199.50.0/24	China
222.199.52.0/24	Shanxi Jinzhong College Pedagogical Vocation China
222.199.104.0/22	Chifeng Office Of Higher Education Enrollment Committee China
222.199.104.0/24	China
222.199.107.0/24	China
222.199.112.0/20	Inner Mongolia University of Technology China
222.199.128.0/20	North China Electric Power University(Beijing) China
222.199.152.0/22	Beijing Geely University China
222.199.160.0/22	Institute of Finance & Management Beijing (Tongzhou) China
222.199.164.0/24	Gengdan Institute of Beijing University of Technolgy China
222.199.165.0/24	China
222.199.176.0/20	China Education and Research Network China
222.199.181.0/24	CERNET Center China
222.199.184.0/22	Beijing University of Posts & Telcommucations China
222.199.192.0/19	University of Science and Technology Beijing China
222.199.224.0/19	Beijing University of Chemistry Technology China
222.200.0.0/16	China Education and Research Network China
222.200.0.0/19	Guangdong Institute for Technology China
222.200.8.0/24	Guangdong Institute for Technology China
222.200.32.0/19	Jinan University China
222.200.64.0/22	Guangzhou The First Commercial School China
222.200.64.0/24	Guangzhou The First Commercial School China
222.200.68.0/23	Education information center of Dongshan district, Guangzhou China
222.200.70.0/24	The No.25 Middle School of Guangzhou China
222.200.71.0/24	Baiyun Road primaryschool China
222.200.72.0/22	Guangzhou No. 7 Middle School China
222.200.76.0/22	The No.85 Middle School of Guangzhou China
222.200.80.0/20	Guangdong AIB Polytechnic College China
222.200.96.0/19	Guangdong University of Technology Guangzhou University City China
222.200.128.0/19	South China Normal University Guangzhou University City Campus China
222.200.128.0/24	South China Normal University Guangzhou University City Campus China
222.200.129.0/24	South China Normal University Guangzhou University City Campus China
222.200.160.0/19	Sun Yat-sen University Guangzhou University City Campus China
222.200.192.0/23	Baqier Road Primary School China
222.200.194.0/23	Da Tangjie Primary School China
222.200.196.0/22	GuangZhou Eight-one Experiment School China
222.200.200.0/23	Dongchuanlu Primary School China
222.200.202.0/23	Adult Specialized Sec. School of DongShan District, GuangZhou China
222.200.204.0/22	Dongshanqu Shiyan Primary School China
222.200.208.0/23	Hong huoju Primar School of Dong shan DIstrict China
222.200.210.0/23	Huanshilu Primary School China
222.200.212.0/22	Huang Hua Primary School China
222.200.216.0/21	Guangzhou YuCai Middle School China
222.200.224.0/23	Guangzhou Jiansheliumalu Priamry School China
222.200.226.0/24	Principal to Qizhi school of GuangZhou China
222.200.227.0/24	Shu qian lu Primary School China
222.200.228.0/23	Qingshuihao Primary School of Dongshan District, Guangzhou China
222.200.230.0/23	Guangzhou ShaDong Middle School China
222.200.232.0/24	Shuiyin Road Primary School China
222.200.233.0/24	Wuyang NO.1 Primary School China
222.200.234.0/23	Guangzhou Wuyang Middle School China
222.200.236.0/23	Xianliezhong Road Primary School China
222.200.238.0/24	YanJiangDong primary school China
222.200.239.0/24	Puiching primary school China
222.200.240.0/23	Guangzhou Yong yao bei Primary School China
222.200.242.0/23	Guangzhou MeiHuacun Primary School China
222.200.244.0/22	Guangzhou Jianshe Damalu Priamry School China
222.200.248.0/23	Education information center, Huizhou China
222.200.250.0/23	GuangZhou Electronics Information School China
222.201.0.0/16	China Education and Research Network China
222.201.24.0/22	Guangdong Institute of Textile Technology China
222.201.24.0/24	Guangdong Institute of Textile Technology China
222.201.28.0/22	China Education and Research Network China
222.201.28.0/24	Guangzhou Second Commercial Secondary School China
222.201.30.0/24	Guangzhou Huangpu Nanji Primary School China
222.201.31.0/24	Changle primary school of Guangzhou China
222.201.32.0/19	Guangzhou University - University City Campus China
222.201.64.0/19	South China Normal University China
222.201.96.0/19	Guangdong University of Foreign Studies Guangzhou University China
222.201.128.0/18	South China University of Technology Guangzhou University China
222.201.128.0/20	South China University of Technology Guangzhou University China
222.201.144.0/21	South China University of Technology Guangzhou University China
222.201.152.0/21	South China University of Technology Guangzhou University China
222.201.160.0/19	South China University of Technology Guangzhou University China
222.201.192.0/20	Guangzhou University of Traditional Chinese Medicine China
222.201.224.0/19	South China Agriculture University China
222.202.0.0/16	China Education and Research Network China
222.202.64.0/19	Shenzhen Polytech China
222.202.64.0/24	Shenzhen Polytech China
222.202.96.0/24	Tencent Technology (ShenZhen) Company Limited China
222.202.97.0/24	Yucai NO.3 Middle School China
222.202.98.0/24	ShenZhen Yucai-SCHUMMAN Art School China
222.202.99.0/24	ShenZhen NanShan HaiWan Primary School China
222.202.100.0/23	Shenzhen Nantoucheng Primary School China
222.202.102.0/24	Shekou Yucai Education Group Yucai NO.3 Primary School China
222.202.103.0/24	Songping No.2 Primary School China
222.202.104.0/23	ShenZhen NanShan PingShan Primary School China
222.202.106.0/24	Shenzhen Nanshan Second Forieng Language China
222.202.107.0/24	Xili Kindergarten China
222.202.108.0/22	Shenzhen Qianhai Primary School China
222.202.112.0/22	Shenzhen Cuiyuan Middle School Dongxiao Branch China
222.202.116.0/23	Pinghu Middle School China
222.202.128.0/23	Guangzhou ChangXing Middle School China
222.202.130.0/23	Huayang Primary School Tianhe Guangzhou China
222.202.132.0/22	Guangzhou Huajing Primary School China
222.202.136.0/21	No.47 Middle School Guangzhou China
222.202.144.0/23	Deng Feng Primary School of Guangzhou China
222.202.146.0/23	No.18 Middle School Guangzhou China
222.202.148.0/22	Guangzhou 113 School China
222.202.152.0/24	Yunshan Primary School of Tianhe District, Guangzhou China
222.202.153.0/24	Tianhe Teachers' Training School China
222.202.154.0/23	Xian Lie Dong Primary School of Guangzhou China
222.202.160.0/23	Tiyudonglu Primary School China
222.202.162.0/23	The 89th middle school of Guangzhou China
222.202.164.0/23	Guangzhou Hengfu Secondary School China
222.202.166.0/23	Teaching & Research Office of Tianhe Education Bureau, China
222.202.168.0/21	Guangdong University of Business Studies China
222.202.176.0/20	Guangdong Women's Professional Technical College China
222.202.192.0/21	Guangzhou Financial School China
222.202.200.0/23	Guangzhou Tonghe Middle School China
222.202.202.0/23	The Educational Development Center Baiyun Guang Zhou China
222.202.204.0/23	Yuexiu Education Bureau China
222.202.206.0/23	Huakang Primary School China
222.202.208.0/23	No.63 Middle School China
222.202.210.0/23	Guangzhou No.65 High School China
222.202.212.0/23	Guangzhou No.80 Middle school China
222.202.214.0/23	Guangzhou Baiyun Middle School China
222.202.216.0/22	Haizhu Education Information Center China
222.202.220.0/23	Guangdong Oversea Chinese Middle School China
222.202.222.0/23	Guangzhou No.67 Middle School China
222.202.224.0/20	Jiaying University China
222.203.0.0/16	China Education and Research Network China
222.203.0.0/19	Guangxi Normal University China
222.203.32.0/20	Guilin Institute of Technology China
222.203.47.0/24	China
222.203.52.0/22	China
222.203.64.0/24	Baiyun Woshan Grasp Mountain Chinese Primary School of China
222.203.65.0/24	Guangzhou jianggao No.2 Junior Middle School China
222.203.66.0/23	Guangdong Tianhe Occupation High School China
222.203.68.0/24	Guangzhou Shijing Middle School China
222.203.69.0/24	Jiang Cun Primary School of Guangzhou China
222.203.70.0/23	Guangzhou Tianhua Middle School China
222.203.72.0/24	Tonghe Primary School Baiyun District Guangzhou China
222.203.73.0/24	Guangzhou HuangBian Primary School China
222.203.74.0/23	GuangZhou BaiYun XiaoGang Primary School China
222.203.76.0/23	Guangzhou PuiYing Middle School Taihe Compus China
222.203.78.0/23	Renhe NO.1 Middle School Baiyun District Guangzhou China
222.203.80.0/23	Guangzhou san yuan li grade School China
222.203.82.0/23	Guangzhou baiyun district Guangyuan Primary School China
222.203.84.0/22	The No.75 Middle School of Guangzhou China
222.203.88.0/23	Guangzhou Baiyun District NO.1 Primary School China
222.203.90.0/23	GuangZhou Guangyuan Middle School China
222.203.92.0/23	The Agricultural School of Panyu District of Guangzhou China
222.203.94.0/23	Guangzhou JinXi Grade School China
222.203.96.0/23	Guangzhou Baiyun Jingtai Primary School China
222.203.98.0/23	Changdi Truelight Middle School,GuangZhou China
222.203.100.0/24	Ming De Primary School Baiyu District of Guangzhou China
222.203.102.0/23	Zhuliao No.1 Middle School of Baiyun District Guangzhou China
222.203.104.0/23	Shi Pai Primary School Of Guangzhou China
222.203.106.0/23	Guangzhou Huadu District Vocational technical school China
222.203.108.0/22	Guangzhou Zhixin High School China
222.203.128.0/23	GuangZhou JunJing Middle School China
222.203.130.0/23	Tangxia Primary School of Guangzhou China
222.203.132.0/23	Tianhe Middle School of Guangzhou China
222.203.134.0/23	Dongpu Middle School of Guangzhou China
222.203.136.0/21	Guandzhou Peiying Middle School China
222.203.144.0/23	New World School of the Affiliated High School of South China China
222.203.146.0/23	Changban Primary School Tianhe Guangzhou China
222.203.148.0/23	Guangzhou No.71 Middle School China
222.203.150.0/23	Guangzhou No. 115 Middle School China
222.203.152.0/23	Guangzhou No.44 Middle School China
222.203.154.0/23	Huangcun Primary School Tianhe, Guangzhou China
222.203.156.0/23	Zhucun primary Shcool of Guangzhou China
222.203.158.0/23	Guangzhou TianRong Middle School China
222.203.160.0/23	Guangzhou Tianxiu Middle School China
222.203.162.0/23	Tianhe Longdong Primary School, Guangzhou China
222.203.164.0/23	Guangzhou Tianhe Qianjin Primary School China
222.203.166.0/23	Guangzhou Tai'an Middle School China
222.203.168.0/23	Guangzhou GETDD Middle School, Guangzhou China
222.203.170.0/23	The Teaching Instrument Manage Station of Tianhe Education China
222.203.172.0/23	Yuancun Primary School of Guangzhou China
222.203.204.0/24	China Education and Research Network China
222.203.208.0/22	GuangXi Economic Management Cadre College China
222.203.218.0/23	GuangXi NanNing Teachers' College China
222.203.240.0/22	Guangxi Electric Power Institute of Vocational China
222.203.244.0/22	Guangxi Polytechnic College China
222.204.0.0/16	China Education and Research Network China
222.204.0.0/18	NanChang University China
222.204.40.0/24	NanChang University China
222.204.42.0/24	NanChang University China
222.204.43.0/24	NanChang University China
222.204.44.0/24	NanChang University China
222.204.64.0/19	NanChang University China
222.204.96.0/24	XinYu College China
222.204.97.0/24	Jiujiang Vocation University China
222.204.99.0/24	Jiangxi Tourism and Commerce College China
222.204.100.0/22	PingXiang College China
222.204.104.0/22	Yichun University China
222.204.108.0/22	Jiangxi Vocational College of Finance and Economics China
222.204.112.0/22	Jianxi Environmental Engineering Vocational College China
222.204.116.0/23	Jiangxi College of Applied Technology China
222.204.120.0/24	Nangchang Institute of Technology China
222.204.121.0/24	Nanchang Education College China
222.204.124.0/24	China Education and Research Network China
222.204.127.0/24	JiangXi YuZhou Scientific and Techological Institute China
222.204.176.0/20	The Shanghai Lixin University of Commerce China
222.204.192.0/20	Shanghai Politics and Law College China
222.204.192.0/24	China
222.204.208.0/20	Donghua University China
222.204.232.0/21	East China Normal University China
222.204.240.0/20	East China Normal University China
222.205.0.0/16	China Education and Research Network China
222.205.0.0/17	Zhejiang University China
222.205.120.0/21	Zhejiang University China
222.205.127.0/24	Zhejiang University China
222.205.160.0/19	Zhangzhou Normal University China
222.205.192.0/18	Zhangzhou Institute of Technology China
222.206.0.0/19	Shandong University China
222.206.32.0/24	Shandong Provice Univercity Graduate Vocation Guidance China
222.206.36.0/22	Shandong International Institute of Translation China
222.206.48.0/20	Shandong Normal University China
222.206.64.0/20	China Education and Research Network China
222.206.80.0/21	Shandong Management College China
222.206.86.0/24	Shandong Management College China
222.206.88.0/21	University of Petroleum (East China) China
222.206.96.0/20	Shandong Institute of Economic China
222.206.112.0/20	Taishan Medical College China
222.206.156.0/22	China Education and Research Network China
